"mex.t"	"mex.male"	"mex.age"	"mex.education"	"mex.y.all"	"mex.vote"	"mex.age2"	"mex.interest"	"mex.married"	"mex.pidpanw2"	"mex.pidprdw2"	"mex.pidpriw2"	"mex.votecard"	"mex.urban"	"mex.cleanelections"	"mex.metro"	"mex.centralregion"	"mex.northregion"	"mex.wealth"	"mex.epnapprove"	"mex.havepropoganda"	"mex.concurrent"	"mex.cleanelectionsmiss"	"mex.loyal"	"mex.direct"
"982"	1	1	2.3	7	2	1	5.29	2	1	0	1	0	1	0	2	0	1	0	1.57204031944275	8	0	0	0	0	0
"983"	0	0	2.7	5	1	1	7.29	2	1	0	0	0	1	0	1	0	1	0	-1.24018979072571	11	0	0	0	0	0
"984"	1	0	2.8	9	2	1	7.84	2	1	1	0	0	1	1	1	0	1	0	-0.150026470422745	7	0	1	0	0	0
"985"	0	1	2	6	1	1	4	2	0	1	0	0	1	1	1	0	1	0	0.684655368328094	6	0	1	0	1	0
"986"	1	0	3.4	7	2	0	11.56	2	1	1	0	0	0	1	1	0	1	0	-1.37199747562408	8	0	1	0	1	0
"987"	0	1	2	5	1	0	4	2	0	1	0	0	0	1	2	0	1	0	0.684655368328094	7	0	1	0	0	0
"988"	1	1	3.9	5	2	1	15.21	2	1	0	0	1	0	1	1	0	1	0	0.481876999139786	10	0	1	0	1	0
"989"	0	0	5.4	4	1	0	29.16	2	1	0	0	0	0	1	4	0	1	0	-1.24018979072571	1	0	1	0	0	0
"990"	1	0	2.6	3	2	1	6.76	2	1	0	0	0	1	0	2	0	1	0	-1.24018979072571	9	0	1	0	0	0
"991"	0	0	1.8	7	3	1	3.24	4	0	0	0	1	1	0	1	0	1	0	1.58351361751556	11	0	1	0	1	0
"992"	1	0	4.4	3	3	1	19.36	2	0	0	0	1	0	0	1	0	1	0	1.58351361751556	11	1	1	0	1	0
"994"	1	0	3.2	7	3	1	10.24	2	1	0	1	0	1	1	4	0	1	0	0.481876999139786	3	0	1	0	1	0
"995"	0	1	3.5	7	1	1	12.25	4	1	0	0	0	1	1	1	0	1	0	0.67318207025528	9	0	1	0	0	0
"996"	1	0	4.9	2	2	1	24.01	3	0	0	0	1	1	1	2	0	1	0	0.481876999139786	11	0	1	0	1	0
"997"	0	1	7.2	2	2	0	51.84	2	0	1	0	0	0	1	2	0	1	0	-1.37199747562408	3	0	1	0	0	0
"998"	1	0	2	5	2	1	4	2	0	0	0	1	1	1	1	0	1	0	-0.341331571340561	9	0	1	0	1	0
"999"	0	1	2.8	6	1	1	7.84	4	0	0	1	0	1	1	4	0	1	0	-0.416981279850006	4	0	1	0	0	0
"1000"	1	0	6	3	1	1	36	3	0	0	1	0	1	1	2	0	1	0	-0.416981279850006	7	0	1	0	0	0
"1001"	0	1	3.5	5	1	1	12.25	3	1	1	0	0	1	1	1	0	1	0	-0.416981279850006	2	0	1	0	0	0
"1002"	1	0	7	2	1	1	49	1	1	0	0	0	0	1	4	0	1	0	-0.341331571340561	4	0	1	0	0	0
"1003"	0	0	7.5	2	2	0	56.25	2	0	0	0	0	0	1	4	0	1	0	-0.416981279850006	6	0	1	0	0	0
"1004"	1	1	6.1	5	2	1	37.21	4	1	0	0	0	1	1	3	0	1	0	1.57204031944275	6	0	1	0	0	0
"1005"	0	0	2.8	5	2	0	7.84	1	0	1	0	0	0	1	2	0	1	0	-1.37199747562408	9	0	1	0	0	0
"1006"	1	1	2.8	3	2	1	7.84	2	1	0	0	1	1	1	2	0	1	0	-0.416981279850006	10	0	1	0	0	0
"1007"	0	1	3.6	3	1	1	12.96	3	0	0	1	0	1	1	3	0	1	0	-0.416981279850006	1	0	1	0	0	0
"1008"	1	0	1.9	7	2	1	3.61	1	0	0	0	0	1	0	4	0	0	0	-0.416981279850006	4	0	0	0	0	0
"1009"	0	1	4.3	5	3	1	18.49	2	1	0	0	1	1	0	2	0	0	0	-0.416981279850006	11	0	0	0	1	0
"1010"	1	1	3.6	3	2	1	12.96	1	1	0	0	1	1	0	2	0	0	0	-2.19520616531372	10	0	0	0	1	0
"1011"	0	0	5.1	7	2	0	26.01	3	1	0	0	1	0	1	3	0	0	0	1.57204031944275	5	0	0	0	0	0
"1012"	1	1	2.5	4	3	1	6.25	2	1	0	0	1	0	1	1	0	0	0	-1.37199747562408	10	0	0	0	0	0
"1013"	0	1	4.2	7	2	1	17.64	1	1	0	0	1	0	1	1	0	0	0	1.77481877803802	11	0	0	0	0	0
"1014"	0	0	4.6	7	2	1	21.16	3	0	0	1	0	1	0	4	0	0	0	2.67367696762085	1	0	0	0	1	0
"1015"	1	0	2.7	3	0	1	7.29	1	0	0	1	0	1	0	4	0	0	0	-1.24018979072571	6	0	0	0	1	0
"1016"	0	1	1.8	3	0	0	3.24	2	0	0	0	0	0	0	0	0	0	0	-2.19520616531372	6	0	0	1	0	0
"1017"	0	0	2.9	5	1	1	8.41	1	1	0	0	0	1	1	3	0	1	0	-2.19520616531372	1	0	0	0	0	0
"1018"	1	1	4	3	2	1	16	4	0	1	0	0	1	1	4	0	1	0	0.684655368328094	6	0	0	0	0	0
"1019"	0	1	2.7	7	2	1	7.29	1	0	0	0	0	1	1	4	0	1	0	-0.206184417009354	9	0	0	0	0	0
"1020"	1	0	2.5	6	3	1	6.25	2	0	0	1	0	1	1	3	1	0	0	-0.416981279850006	6	1	0	0	0	0
"1021"	0	0	4.2	4	1	1	17.64	1	1	0	1	0	1	1	3	1	0	0	-1.37199747562408	8	0	0	0	0	0
"1022"	1	1	5.7	5	0	1	32.49	1	1	0	1	0	1	1	4	1	0	0	-1.24018979072571	1	0	0	0	0	0
"1023"	0	1	2.1	3	1	0	4.41	1	0	0	0	0	0	1	3	1	0	0	-0.206184417009354	5	0	0	0	0	0
"1024"	1	0	5.3	5	1	1	28.09	2	1	1	0	0	1	1	4	1	0	0	-0.473139226436615	8	0	0	0	1	0
"1025"	0	1	3.2	9	3	1	10.24	4	0	0	1	0	1	1	4	1	0	0	-1.29634773731232	1	0	0	0	1	0
"1026"	1	1	3.8	7	2	1	14.44	2	1	1	0	0	1	1	4	1	0	0	-0.416981279850006	1	0	0	0	0	0
"1027"	0	0	5.4	7	2	1	29.16	2	1	0	0	1	1	1	1	1	0	0	2.67367696762085	11	0	0	0	1	0
"1028"	1	1	4	8	0	0	16	1	0	0	0	0	0	1	3	1	0	0	2.67367696762085	1	0	0	0	0	0
"1029"	0	1	4.5	5	1	1	20.25	3	1	0	0	1	1	1	3	1	0	0	0.481876999139786	8	0	0	0	1	0
"1030"	1	0	2.9	8	2	1	8.41	4	0	0	1	0	1	1	3	1	0	0	-1.37199747562408	5	1	0	0	1	0
"1032"	1	0	3.2	5	1	0	10.24	1	0	0	0	1	0	1	2	1	0	0	0.748831808567047	6	0	0	0	0	0
"1033"	0	1	6	2	1	1	36	2	1	0	1	0	1	1	4	1	0	0	1.58351361751556	7	0	0	0	1	0
"1034"	1	0	3.5	2	2	1	12.25	3	1	0	1	0	0	1	4	1	0	0	-0.416981279850006	6	0	0	0	1	0
"1035"	0	0	5.5	4	2	1	30.25	3	0	0	1	0	0	1	4	1	0	0	0.481876999139786	2	0	0	0	1	0
"1037"	0	1	2.7	7	2	1	7.29	3	1	0	0	1	0	1	1	1	0	0	1.57204031944275	11	0	0	0	0	0
"1038"	1	0	6.7	9	1	1	44.89	4	0	0	1	0	1	1	4	1	0	0	4.06259870529175	1	0	0	0	1	0
"1040"	1	1	7.9	5	2	1	62.41	2	1	0	1	0	1	1	4	1	0	0	0.481876999139786	1	0	0	0	0	0
"1041"	0	0	2.6	5	2	1	6.76	3	1	0	0	1	1	0	2	0	1	0	-1.37199747562408	9	0	0	0	0	0
"1042"	1	1	3.8	3	0	1	14.44	2	1	0	0	0	0	0	3	0	1	0	-2.19520616531372	11	0	0	0	0	0
"1043"	0	1	2.9	3	2	1	8.41	2	1	0	0	1	0	0	1	0	1	0	-1.09356939792633	11	0	0	0	0	0
"1044"	1	0	2.8	3	1	1	7.84	3	1	0	0	1	1	0	1	1	0	0	-0.416981279850006	11	0	0	0	1	0
"1045"	0	1	3.6	3	2	1	12.96	4	1	0	0	1	1	0	2	1	0	0	-1.24018979072571	10	0	0	0	1	0
"1046"	1	0	3.6	3	1	1	12.96	1	1	0	0	1	0	0	1	1	0	0	-1.24018979072571	11	1	0	0	1	0
"1047"	0	1	2.6	5	2	1	6.76	2	0	0	0	1	1	0	2	1	0	0	-2.19520616531372	10	1	0	0	0	0
"1048"	1	0	5.6	2	2	1	31.36	3	1	0	0	1	0	0	2	1	0	0	-3.09287762641907	11	0	0	0	1	0
"1049"	0	1	3.7	8	1	0	13.69	2	1	0	0	0	0	0	0	1	0	0	0.67318207025528	6	0	0	1	0	0
"1050"	1	0	2.3	5	1	1	5.29	1	0	0	1	0	0	0	2	1	0	0	-2.19520616531372	1	0	0	0	1	0
"1051"	0	1	3.4	5	1	1	11.56	2	1	0	1	0	1	0	4	1	0	0	-1.37199747562408	1	0	0	0	0	0
"1052"	1	0	2.4	4	2	1	5.76	2	0	0	0	1	0	0	1	1	0	0	-1.37199747562408	11	0	0	0	0	0
"1053"	0	1	1.9	5	1	1	3.61	3	0	0	0	1	0	1	4	1	0	0	1.77481877803802	10	0	0	0	0	0
"1054"	1	1	4.9	3	2	1	24.01	4	0	0	0	1	0	1	2	1	0	0	-0.473139226436615	11	0	0	0	1	0
"1055"	0	0	2	5	1	1	4	2	1	0	0	1	0	1	4	1	0	0	0.951610207557678	10	0	0	0	1	0
"1056"	1	0	5.9	5	2	1	34.81	2	1	0	0	0	0	0	3	1	0	0	1.57204031944275	1	0	0	0	0	1
"1057"	0	0	4.8	9	2	1	23.04	4	0	0	0	1	0	1	1	1	0	0	4.06259870529175	6	0	0	0	0	0
"1058"	1	1	5.2	9	4	1	27.04	2	1	0	0	0	0	1	4	1	0	0	4.06259870529175	6	1	0	0	0	0
"1059"	0	1	3.9	5	2	1	15.21	2	1	0	1	0	0	1	2	1	0	0	0.481876999139786	7	0	0	0	0	1
"1060"	1	0	5.8	4	1	1	33.64	3	0	0	0	0	0	1	2	1	0	0	-0.473139226436615	6	0	0	0	0	0
"1061"	0	1	2.2	3	1	1	4.84	3	0	0	0	0	1	1	4	1	0	0	1.57204031944275	1	0	0	0	0	0
"1062"	1	1	5.8	3	3	1	33.64	3	0	0	0	1	1	1	2	1	0	0	-0.416981279850006	6	1	0	0	0	0
"1063"	0	1	5.7	9	2	1	32.49	1	1	0	0	1	1	1	1	1	0	0	1.57204031944275	9	0	0	0	0	0
"1064"	1	1	6.3	8	3	1	39.69	2	1	1	0	0	1	1	4	1	0	0	-0.416981279850006	10	0	0	0	0	0
"1065"	0	0	2.4	7	0	0	5.76	1	0	0	0	0	0	1	4	1	0	0	-1.24018979072571	1	0	0	0	0	0
"1066"	1	1	3.4	8	1	0	11.56	1	0	0	0	0	0	1	4	1	0	0	1.57204031944275	5	0	0	0	0	1
"1067"	0	0	2.9	4	1	1	8.41	2	0	0	1	0	0	1	2	1	0	0	-1.24018979072571	1	0	0	0	1	0
"1068"	1	1	4.6	7	2	1	21.16	3	1	1	0	0	1	0	2	1	0	0	0.684655368328094	8	1	0	0	0	0
"1069"	0	0	2.4	8	1	1	5.76	2	0	0	0	1	1	0	2	1	0	0	-0.416981279850006	9	0	0	0	0	0
"1070"	1	0	5.3	5	1	1	28.09	2	1	0	0	1	1	0	2	1	0	0	-1.37199747562408	10	0	0	0	1	0
"1071"	0	0	6.5	2	2	1	42.25	2	1	0	0	1	1	0	3	1	0	0	-2.19520616531372	6	0	0	0	1	0
"1072"	1	1	5.1	3	1	1	26.01	2	1	0	0	1	0	0	2	1	0	0	0.481876999139786	11	0	0	0	1	0
"1073"	0	1	2.5	5	2	0	6.25	2	0	0	0	1	0	0	1	1	0	0	-0.416981279850006	11	0	0	0	1	0
"1074"	1	1	2	5	1	0	4	1	0	0	0	0	0	1	2	0	0	0	-0.341331571340561	9	0	1	0	0	0
"1076"	1	0	1.9	7	2	1	3.61	4	0	0	1	0	0	1	4	0	0	0	-0.473139226436615	1	0	1	0	1	0
"1077"	0	0	1.9	8	1	0	3.61	3	0	0	1	0	0	0	4	0	0	0	-2.19520616531372	7	1	0	0	0	0
"1078"	1	1	3.2	9	2	1	10.24	3	0	0	1	0	1	0	4	0	0	0	-1.37199747562408	2	0	0	0	0	0
"1079"	0	1	1.9	8	1	1	3.61	3	0	0	1	0	1	0	4	0	0	0	4.06259870529175	3	0	0	0	0	0
"1080"	1	0	2.6	7	1	1	6.76	2	0	0	1	0	0	1	4	0	0	0	1.77481877803802	1	0	0	0	0	0
"1081"	0	1	2.8	5	1	0	7.84	1	1	0	0	0	0	1	2	0	0	0	-1.24018979072571	5	1	0	0	0	0
"1082"	1	0	4.9	9	1	0	24.01	2	1	0	0	0	0	1	4	0	0	0	-1.37199747562408	5	0	0	0	0	0
"1084"	1	1	3.7	2	0	1	13.69	1	1	1	0	0	0	0	4	0	0	0	-2.19401931762695	1	0	0	0	0	1
"1086"	1	0	2.5	3	2	1	6.25	3	1	0	0	1	0	1	2	0	0	0	1.57204031944275	10	0	0	0	1	0
"1088"	1	1	2.1	7	2	1	4.41	4	0	0	1	0	1	1	4	0	0	0	-0.341331571340561	1	0	0	0	1	0
"1089"	0	1	2.4	9	3	1	5.76	4	0	0	0	1	1	1	1	0	0	0	2.67367696762085	9	0	1	0	1	0
"1090"	1	1	4.4	7	0	0	19.36	4	1	0	0	0	0	1	1	0	0	0	2.67367696762085	6	0	1	0	0	0
"1091"	0	0	2.9	1	2	1	8.41	2	0	0	0	0	1	1	3	0	0	0	-1.24018979072571	6	1	1	0	0	0
"1094"	1	0	5.2	3	1	1	27.04	3	0	0	0	1	1	1	2	0	0	0	-1.24018979072571	10	0	1	0	0	0
"1095"	0	0	5	3	2	1	25	1	0	1	0	0	1	0	1	0	0	0	-1.24018979072571	8	0	1	0	0	0
"1096"	1	1	2.9	2	1	1	8.41	2	1	0	0	1	1	0	1	0	0	0	-1.37199747562408	11	0	1	0	0	0
"1097"	0	1	3.2	3	1	1	10.24	4	1	0	0	0	1	0	1	0	0	0	-2.19520616531372	11	0	1	0	0	0
"1098"	1	0	4.2	4	1	1	17.64	1	1	0	1	0	1	1	4	0	0	0	-1.24018979072571	6	0	0	0	0	0
"1099"	0	0	2.3	5	1	1	5.29	2	1	0	0	1	0	1	4	0	0	0	-2.19520616531372	3	0	0	0	0	0
"1100"	1	1	2.8	4	2	1	7.84	2	0	0	0	1	1	1	2	0	0	0	-2.19520616531372	6	0	0	0	0	0
"1101"	0	1	2.8	7	1	1	7.84	2	1	0	0	1	1	1	2	0	0	0	-2.19520616531372	10	0	0	0	1	0
"1102"	1	0	2.8	6	1	1	7.84	1	1	0	1	0	0	1	0	0	0	0	-2.19520616531372	6	0	0	1	0	0
"1103"	0	1	3	5	1	0	9	4	0	0	0	1	0	1	2	0	0	0	-1.29634773731232	8	0	0	0	0	0
"1104"	1	0	2.8	9	2	1	7.84	4	1	0	1	0	1	1	4	0	0	0	1.57204031944275	1	0	0	0	0	0
"1105"	1	0	3.7	5	2	1	13.69	2	0	0	1	0	1	1	4	0	0	0	-2.19520616531372	3	0	0	0	0	0
"1106"	1	1	4.9	5	1	1	24.01	2	0	0	1	0	1	1	3	0	0	0	-0.416981279850006	7	0	0	0	0	0
"1107"	0	1	5.8	3	2	1	33.64	1	1	0	0	0	0	1	0	0	0	0	1.57204031944275	6	0	0	1	0	0
"1108"	1	1	4.9	3	3	1	24.01	4	0	0	0	0	1	1	4	0	0	0	-0.416981279850006	5	0	0	0	0	1
"1109"	0	0	2.3	5	2	1	5.29	3	1	0	0	0	1	1	4	0	0	0	0.481876999139786	6	0	0	0	0	0
"1110"	1	1	1.8	6	1	1	3.24	1	0	0	0	0	1	1	1	0	0	0	-2.19520616531372	7	0	0	0	0	0
"1111"	0	0	2.2	5	2	0	4.84	2	0	0	0	0	0	1	4	0	0	0	1.58351361751556	8	0	0	0	0	0
"1112"	1	0	2.2	7	0	1	4.84	1	1	0	0	1	1	1	2	0	0	0	-0.341331571340561	6	0	0	0	1	0
"1113"	0	0	2	5	1	1	4	2	0	0	1	0	0	0	4	0	0	0	0.684655368328094	10	1	1	0	1	0
"1114"	1	1	2.9	5	2	1	8.41	3	1	0	1	0	1	0	3	0	0	0	-2.19520616531372	1	0	1	0	1	0
"1115"	0	1	4.3	5	1	1	18.49	3	1	0	1	0	1	0	4	0	0	0	0.760305106639862	1	0	1	0	1	0
"1116"	1	1	6.4	2	2	1	40.96	4	1	0	0	1	1	0	4	0	0	0	-2.19520616531372	2	0	1	0	0	1
"1118"	1	0	2.2	5	1	0	4.84	1	1	0	1	0	0	1	2	0	0	0	-2.19520616531372	6	0	1	0	0	0
"1119"	0	0	5.7	9	2	0	32.49	2	0	0	0	0	0	1	3	0	0	0	2.67367696762085	9	0	0	0	0	0
"1120"	1	1	4.9	3	1	1	24.01	2	1	0	0	0	1	1	0	0	0	0	1.77481877803802	8	0	0	1	0	0
"1121"	0	1	1.8	7	2	1	3.24	3	0	0	1	0	1	1	4	0	0	0	2.67367696762085	3	0	0	0	0	1
"1123"	0	1	2.2	3	1	0	4.84	2	0	1	0	0	0	1	2	0	0	0	-2.19520616531372	8	0	0	0	0	0
"1124"	1	0	4.2	2	3	1	17.64	3	1	0	0	0	1	1	4	0	0	0	-0.416981279850006	3	0	0	0	0	1
"1126"	1	0	3.9	3	1	1	15.21	3	1	1	0	0	1	1	2	0	0	0	-0.138553187251091	7	0	0	0	0	0
"1127"	0	0	2.2	9	2	1	4.84	2	0	1	0	0	1	1	2	0	0	0	1.58351361751556	8	0	0	0	0	0
"1128"	1	1	5	3	2	1	25	3	1	0	0	1	1	0	2	0	0	0	-2.19520616531372	9	1	0	0	1	0
"1129"	0	0	3.6	5	1	1	12.96	2	1	0	1	0	1	0	2	0	0	0	-2.19520616531372	6	1	0	0	0	0
"1131"	0	0	2.1	8	1	1	4.41	3	0	0	0	1	1	1	2	0	0	0	2.67367696762085	11	1	1	0	1	0
"1132"	1	1	2.8	7	2	1	7.84	2	1	0	0	1	1	0	1	0	0	0	-0.416981279850006	10	0	1	0	1	0
"1134"	1	1	3.1	5	2	1	9.61	2	0	0	1	0	1	1	4	0	0	0	1.57204031944275	1	0	0	0	0	0
"1135"	0	0	2.5	2	1	0	6.25	4	0	1	0	0	0	1	2	0	0	0	-0.416981279850006	8	0	0	0	0	0
"1136"	1	1	5	3	2	1	25	4	0	0	1	0	0	1	4	0	0	0	-0.416981279850006	4	0	0	0	1	0
"1137"	0	1	7.8	1	1	1	60.84	2	0	0	1	0	0	1	4	0	0	0	-0.416981279850006	3	0	0	0	1	0
"1138"	1	0	2.1	6	2	1	4.41	2	0	1	0	0	1	1	4	0	0	0	2.67367696762085	5	0	0	0	0	0
"1140"	1	0	1.8	4	4	1	3.24	2	0	0	0	0	1	1	2	0	0	0	-0.416981279850006	11	0	0	0	0	0
"1142"	1	0	3.5	3	1	0	12.25	2	0	0	0	1	0	1	0	0	0	0	-1.24018979072571	10	0	0	1	1	0
"1143"	0	1	4.7	5	2	1	22.09	1	0	0	1	0	1	1	4	0	0	0	1.57204031944275	1	0	0	0	1	0
"1144"	0	1	4.5	5	2	1	20.25	4	0	0	1	0	1	1	4	0	0	0	-0.416981279850006	1	0	0	0	1	0
"1145"	1	0	6.1	2	3	1	37.21	3	0	0	1	0	1	1	4	0	0	0	-0.341331571340561	3	0	0	0	1	0
"1146"	0	0	3.6	5	1	1	12.96	2	1	0	1	0	1	0	2	0	0	0	-2.19520616531372	6	1	0	0	0	0
"1147"	1	0	7	1	1	1	49	1	0	0	0	1	0	1	4	0	0	0	-2.19520616531372	10	0	0	0	1	0
"1148"	0	1	2.7	8	2	1	7.29	2	0	0	0	0	1	1	4	0	0	0	-1.37199747562408	4	0	0	0	0	0
"1149"	1	0	4.5	2	1	1	20.25	1	0	0	0	1	1	1	1	0	0	0	-1.37199747562408	11	0	0	0	1	1
"1150"	0	1	2.8	7	2	1	7.84	3	0	0	0	1	1	1	2	0	0	0	-0.473139226436615	8	0	0	0	0	0
